,tag,yield,greatstone_rating,return_ytd,2014_category_return,2012_return_category,years_up,2018_return_category,category_return_1year,cash_percent_of_portfolio,pc_ratio,2011_return_category,ytd_return_fund,years_down,2014_return_fund,category_return_1month,2013_return_fund,fund_return_3months,ytd_return_category,pb_ratio,2017_category_return,1_year_return_fund,pe_ratio,2015_return_fund,portfolio_convertable,3_months_return_category,portfolio_others,2016_return_fund,mmc,stock_percent_of_portfolio,2016_return_category,ps_ratio,2011_return_fund,2010_return_fund,fund_return_3years,2012_fund_return,2018_return_fund,2017_return_fund,category_ratio_net_annual_expense,category_return_2015,1_month_fund_return,bond_percentage_of_porfolio,portfolio_preferred,2010_return_category,2013_category_return,fund_ratio_net_annual_expense,3y_treynor_ratio,3y_alpha_ratio,3y_sharpe_ratio,3y_rma_ratio,3y_beta_ratio,3y_r2_ratio,3y_std_ratio,3y_return_ratio,5y_treynor_ratio,5y_alpha_ratio,5y_sharpe_ratio,5y_rma_ratio,5y_beta_ratio,5y_r2_ratio,5y_std_ratio,5y_return_ratio,10y_treynor_ratio,10y_alpha_ratio,10y_sharpe_ratio,10y_rma_ratio,10y_beta_ratio,10y_r2_ratio,10y_std_ratio,10y_return_ratio,category,bb_rating,below_b_rating,others_rating,maturity_bond,b_rating,a_rating,aaa_rating,aa_rating,bbb_rating,duration_bond,Medium,Small,Unknown
pc_ratio,-0.0050035551118294865,-0.3167217868065514,0.0733582753560368,0.49128997303881494,0.13762757086895125,0.18969074603716768,-0.012386713674176944,-0.20123952957635294,0.18981379272879628,-0.11070679659228527,1.0,-0.21774795299022406,0.49197224392832184,0.07258703252458637,0.11279842058400238,0.034659279965339,0.3351582598350589,0.4875645023520239,0.5091956742054954,0.7113727679859481,0.411590302922378,0.22537343000829949,0.6211589646433404,0.09610502630366088,0.003975008375589084,0.5091956742054954,-0.0327225228028992,0.0190131851760212,0.03388477978015456,0.48864769504981104,0.06463858611289165,0.347445894747148,-0.16652056461316855,0.2134033800217443,0.45090371772667465,0.1668742515458957,-0.09825737609473315,0.3819389536788003,0.10995782891183661,0.07203300207006344,0.11265420923683167,-0.4715207802598256,0.008222508478448576,0.21724146122739743,0.3542780269891473,0.08472829431044794,0.027441423978819338,0.0758309151592058,0.2989127214642789,0.47202112302784643,0.21353848638774856,0.0051655575153145014,0.031194440006657064,0.016173808908607316,0.026905822583976512,0.04268542632650402,0.06267959789049656,0.40567914907144387,0.17843452949140423,0.0036116767061209866,0.03480225863328213,0.03873523312182151,-0.003508703536111359,0.008374902401880404,0.04622061735186807,0.3438213865809325,0.1253272249029247,0.04817170329636438,0.04681727346640216,0.052917283442676544,0.011915713432969153,-0.16547206476473825,0.10215513735399485,0.07522285208590343,-0.26154705712549836,0.12614272912444222,-0.3015231854595867,-0.14733982036827792,-0.27555754084504885,-0.24808160646855862,-0.26147333493836605,-0.1098501633147879,-0.06619498228761102,-0.25083617800676056
2011_return_category,0.006804515403740719,0.23863249756816823,-0.006734919055147414,-0.318829577572374,0.361135554555774,-0.36767511326525815,0.07570617886089948,0.5929611107547028,0.4259544128176612,0.004711890708322198,-0.21774795299022406,1.0,-0.3192507057669227,-0.3337217825189551,0.3141606732136405,0.1738131974712742,-0.3176280725751931,-0.3194785710775206,-0.3587360824246284,-0.10682674107749957,-0.5161343673322323,0.33281000924412246,-0.28570141130253995,0.23680098275165204,-0.008979283459972023,-0.3587360824246284,-0.028330309882264874,-0.1388364921642471,0.024147046775763705,-0.482910782909483,-0.1718330567056166,-0.09755156273791837,0.798393597706586,-0.32329668937781414,-0.24783535876944482,-0.35622884802974314,0.5016316932330895,-0.47079939764432444,-0.2798669130344278,0.2884929314802118,0.10510258520180765,0.5227753723069248,0.023971960875192502,-0.36516037672755686,-0.31314461545271066,-0.1774315123096153,-0.015199678647422353,-0.11594987559558555,-0.154409129366068,-0.35987492950347644,-0.18753057610338558,-0.04017985413908824,-0.04008423439133411,-0.008797040980953902,-0.017577038760624723,-0.07341052251200238,0.2895607060083183,-0.15792867470306687,-0.18579024111059844,-0.05731725749381542,-0.06599837458757515,-0.022612025528095457,-0.006297265910793161,-0.01982077491452107,0.10807646441574553,-0.3133829990378984,-0.13285772515156427,-0.06764999358587824,-0.052979504084795716,-0.045940818465677796,0.08641644502237736,0.15745619375295447,-0.11486854503116237,-0.1306313552195724,0.38516797093084865,-0.11410492894568494,0.3669799971499026,0.2343958791889653,0.3644741708861295,0.27017028691439143,0.4041004483605869,0.1788821024784976,0.03468438253560728,0.08821381177708142
ytd_return_fund,0.012520806459318247,-0.3398143175788854,0.11528640673147476,0.9965299834203856,0.2127280284137944,0.34428447403268525,0.007710511797631925,-0.47775453828862247,0.21749419550853977,-0.341463586704043,0.49197224392832184,-0.3192507057669227,1.0,0.13098719069203782,0.18560290907270552,-0.0480575123955862,0.5567686556246016,0.9725424957567492,0.84243487119123,0.29468563457328856,0.6087906280583326,0.2858081523087286,0.6415946880251373,-0.05152864220839163,-0.027428355629761664,0.84243487119123,-0.09141890378298509,0.28529045505531103,-0.058657544839955916,0.7560798707990266,0.32234845035249643,0.25531234802261965,-0.2734456175046086,0.4186022706709695,0.7588785227312007,0.3498720429244636,-0.4299900059919387,0.6077732056887944,0.12208710225413938,-0.08931146201337041,0.12584168435857437,-0.6700053056016797,7.776979785357054e-05,0.40893112051716624,0.5832270028685114,0.0509536887229491,0.042225424738434394,0.1368908878602635,0.3520851248948463,0.7193246110155481,0.43293331834896115,0.07404721995830105,0.0978493088345701,0.007294554680082923,0.03909777259486659,0.11040227488813997,0.0021067787905295907,0.5680244335923389,0.3788068625792616,0.06981331428336358,0.08396951638647382,0.06218107349126203,0.012173775506965077,0.05653646616717946,0.0523678375113676,0.5338050877160344,0.2607458952232247,0.10341534745007411,0.09435522612555983,0.09662998360639406,0.03666822432063753,-0.21490923271432497,0.1403587596536775,0.14422240939656877,-0.3652568977398869,0.16689829152138871,-0.41808091861363733,-0.30750841157224484,-0.36143849336706524,-0.3514797648637157,-0.3857159427345116,-0.0815760986252524,-0.022964446516555166,-0.2585066115135059
years_down,0.027329535692186956,-0.13494840819848317,0.0203350115227658,0.13105373338048962,0.04673431840421562,0.4678221115691065,0.6660757065243134,-0.1935935290124154,-0.13638842572268334,0.001010297699174197,0.07258703252458637,-0.3337217825189551,0.13098719069203782,1.0,0.028123988827349674,-0.0908367205865011,0.33009859336242164,0.13289525677175468,0.12046260865134649,0.04110126974005133,0.1661367900731654,-0.14022680850426283,0.10317306319497971,-0.23166888899492985,-0.00027860580094184173,0.12046260865134649,-0.005000130762759736,0.17956562423138106,0.003899976914518006,0.18248696481986512,0.18954613446477167,0.03944277165353254,-0.32200129483995865,0.49746987339101917,0.10544292354562439,0.4619906920765404,-0.2410768624945049,0.2049062231524216,0.16925497587081764,-0.18465154345412715,-0.08435930257736607,-0.18688720171471312,-0.019427089713606426,0.5203339810269387,0.32074523298608376,0.20440457515083243,-0.010328690313510585,0.08362040541308069,0.044940692471235194,0.20075992542971766,0.24079921434215268,0.14095827421875004,0.2030439367108275,0.013739610094424547,0.020080530759418593,0.14728933521711382,-0.015519972049887287,0.15237371545424663,0.3290583758404419,0.24269582753727334,0.31075807239047076,0.042178213816402944,0.034814981317953846,0.21139123397742288,0.24322775996102383,0.3655371863871136,0.4262615284440763,0.38744648417705024,0.4095157204057714,0.31354227179548727,-0.11411491173368622,-0.07121880122876173,0.05176311190794154,0.0434317730727131,-0.09433121016317611,0.05972435753541126,-0.11977232897409973,-0.15279550012653387,-0.06847965079221563,-0.12749141067765563,-0.11685515848188721,-0.016384541218069613,-0.005428697816012585,-0.04264423623250141
2014_return_fund,-0.000954557423094333,-0.08995988692623694,0.20460025296237008,0.18537830171904385,0.8377130675872099,0.33344680581174235,0.32512547075256737,0.24155136478739458,0.5092812325191931,-0.16919574478467186,0.11279842058400238,0.3141606732136405,0.18560290907270552,0.028123988827349674,1.0,0.24420727415695653,0.3354235716309329,0.19393871247989994,0.17976756981143147,0.08764752696960064,0.04158864488432134,0.439372671491392,0.15750032402745737,0.30745415346124394,-0.0013247713222534925,0.17976756981143147,-0.058616153594921214,0.06040918307075105,-0.05085978010932559,0.08316711662231792,0.04924185797087187,0.1325188492068953,0.3719743990891054,0.24849112245891303,0.26467698652088845,0.32018085652925393,0.21615672363774116,0.0868572351278929,-0.08617211889808829,0.2705665442807089,0.21368217491435304,-0.021845383673012444,0.03674582875389888,0.24840883003950032,0.3400384143051858,-0.08907791478068097,0.03182521305994538,0.024402737719452925,0.13684766553906016,0.18604031103679294,0.15045001842509637,0.13246753805319336,0.10317660267076537,-0.021335873933390162,0.06629503882852918,0.006282859012874386,0.3938118222644543,0.3693668819255561,0.2289763403094915,0.20421353960539873,0.18991794543953042,0.1310717212485267,0.02833417069360005,0.07827759626333411,0.3216305888158531,0.2852636700114491,0.23124160708197508,0.2074810537808349,0.1958999097962163,0.22274144684014505,0.04728970246833232,-0.07310713959099205,0.058131955214375426,-0.023910806557180204,0.07221351989727634,0.0863714281619243,0.04833266956376573,-0.030785399842284778,0.08398524883793182,-0.009913679837169327,0.055134270600895215,0.07828222068718961,-0.08437197513697943,-0.08704977765059262
category_return_1month,-0.021971869955056164,0.16373333902427528,0.027919812692507238,-0.047561020054946924,0.29397888704356373,-0.0024638384744173542,0.03710749717064449,0.2937467959360872,0.3699583751576592,-0.043037628486603224,0.034659279965339,0.1738131974712742,-0.0480575123955862,-0.0908367205865011,0.24420727415695653,1.0,-0.21716264076767033,-0.04710194807930676,-0.03361933165050038,0.05281916842604241,0.08344556376820345,0.2842450380343222,0.05423760395625479,0.16641043806753214,-0.026408718158387252,-0.03361933165050038,0.031528204552163666,-0.3692430677533871,-0.08582998199451053,-0.1606253958436931,-0.45819914317524396,0.11721029369176342,0.16722144599338126,-0.15003602395137802,-0.056645320663457906,-0.01534781816057867,0.26269383747622643,0.058929132388443994,-0.17910410555096318,0.20141586251017693,0.6841692793202531,0.19147308817266442,0.027006865512119848,-0.16323385671989687,-0.23856757278440588,-0.08322304148940934,0.011985817139826603,-0.006863157730959442,0.02800585903560534,-0.12114181733275933,-0.03880770924734337,0.011934063464776821,0.013543287629491507,0.010042640267972074,-0.000537342060547372,-0.09254623688427803,0.2585602963328884,0.015184462702500104,-0.011382949350385576,0.010339148817616602,-0.0009394891773281821,-0.01793271044717156,-0.0014095441085808563,-0.04395924205952262,0.051343864192490506,-0.13671030169767598,-0.04344544835475205,-0.01635625373178824,-0.011214166078615601,-0.011998704377348983,-0.16328878466708782,0.02037156025827737,-0.020194410699260538,-0.015222189659047721,0.20167931056258245,0.014856606091783832,0.15418130834391625,0.16615772352907635,0.11285994473910256,0.15791278479302373,0.24956443625449481,0.018139758679667554,-0.44618003996638445,0.006074685630186254
2013_return_fund,0.0155246003356678,-0.35060475887813086,0.12062497197805824,0.5560449151206253,0.3458462492374786,0.6553914131596651,0.30511204346447995,-0.2578451126314581,0.17283870180892072,-0.1910560359419572,0.3351582598350589,-0.3176280725751931,0.5567686556246016,0.33009859336242164,0.3354235716309329,-0.21716264076767033,1.0,0.5635802887472072,0.5603287333355074,0.20778588835909265,0.41942297772111753,0.12907028799679277,0.3831309284531688,0.05405984390051424,-0.009895905401837544,0.5603287333355074,-0.08000258718073851,0.2788669977264576,-0.02195936113347678,0.5330511257984194,0.3015240153958713,0.13163916398603998,-0.2749127490670597,0.604531408120302,0.5795348631361456,0.6396416091077436,-0.25802559385038043,0.46020839886442366,0.09029073643588299,0.04079989012630008,-0.15410757350639778,-0.49144982804444903,-0.026753542913451837,0.6171168676891509,0.9250402230288712,0.08265621879390009,0.03309179633651364,0.10150858851143091,0.32117656679263046,0.573999970089452,0.3508945756455715,0.134583494098929,0.14046476682032716,0.015939271132786228,0.04977624889989154,0.16721188321712166,0.10575529725178978,0.5233791693690132,0.419208207525609,0.23168973078030905,0.26075162067936714,0.08763649874902367,0.0330484538946057,0.17632480718390475,0.2526522247144134,0.6077029602904471,0.37291435359505787,0.2727544797898858,0.2726414452165497,0.2548735664809763,0.048593088066098036,-0.17859872285346767,0.12028961670908714,0.11553227757705539,-0.31559985110580874,0.1384163334410716,-0.3109843034590221,-0.22699015008722503,-0.2585782620391756,-0.275364933779257,-0.33827201683111796,-0.11389604301247538,0.03416061076707248,-0.18162892143884024
fund_return_3months,0.010193118635594578,-0.33872984563892694,0.12640279436333637,0.9707355518408044,0.22233175028555632,0.3569807632281282,0.013960422814575085,-0.48440226750563,0.22328035642392222,-0.3464451236486836,0.4875645023520239,-0.3194785710775206,0.9725424957567492,0.13289525677175468,0.19393871247989994,-0.04710194807930676,0.5635802887472072,1.0,0.8315542857364739,0.29339872364148567,0.6186315582264477,0.2615283270569039,0.63567577248955,-0.05145340954341081,-0.02623969520725278,0.8315542857364739,-0.09473345855507304,0.2923361809707462,-0.06116838897582783,0.7508010952688218,0.33046521185527,0.2544865583197273,-0.2719177872303074,0.429212837375532,0.7558156320436583,0.360940795935327,-0.4340780322291981,0.6199645898883642,0.11891993182705045,-0.09071968172657718,0.09337943178501662,-0.6607098403949719,0.0002650029587953872,0.41979819551891345,0.5897329077109108,0.042021964340360075,0.03534956268406808,0.14067362949391515,0.35444873541921756,0.7153465965162201,0.4291244673799807,0.07718765248494801,0.09635549625991498,0.016307893244819627,0.03418410574187187,0.11035384689373265,0.00544581906509376,0.5636768395866312,0.37632115590584425,0.0731844350922074,0.08707197480571237,0.05717030564550898,0.014034636379955029,0.06106527338758719,0.06700859608667657,0.5420763842055375,0.26591322342579354,0.10933841886654494,0.09834360083423696,0.10999954332421569,0.038941436542533535,-0.2105082566662076,0.13607000738544023,0.1495324703399578,-0.3587094452454165,0.16369718005485312,-0.40977459047262926,-0.29960503988186965,-0.35493488542075013,-0.34302377578637694,-0.3784785312931089,-0.08060369256573045,-0.021537900211290557,-0.26064950221300764
ytd_return_category,0.002971864072995108,-0.3842949983996775,0.04937510836489076,0.8411385286177495,0.22046929382039018,0.39445560491366766,-0.010896815720042256,-0.5453083488368886,0.24257811620125255,-0.35251299817534637,0.5091956742054954,-0.3587360824246284,0.84243487119123,0.12046260865134649,0.17976756981143147,-0.03361933165050038,0.5603287333355074,0.8315542857364739,1.0,0.3008172618231609,0.6894718865957643,0.21430486561143633,0.6733644257072909,-0.05540597741094032,-0.03509319663766951,1.0,-0.10268558465932998,0.2846811633831324,-0.054598568979997375,0.831529715873418,0.3692211133918101,0.257353291999491,-0.2770835605458676,0.3957535049220182,0.6883763803340311,0.32501287660874706,-0.4127815109520422,0.5586306792637272,0.11777996784198824,-0.09902481217844776,0.017265289414798483,-0.7482784570648949,-0.012065312684370586,0.4551245376246476,0.6098613172482001,0.06079144180450578,0.017190459718539972,0.1309509687715085,0.36333440798085054,0.7593389557467357,0.45226518181307196,0.09670220473587317,0.08482855796539197,0.023764297292417517,0.03561703531624765,0.12054107946023009,0.0061058789093617226,0.6241930546335458,0.4126141020196531,0.09657024319964362,0.08114006281348547,0.02336661605533142,0.011444255346550287,0.06450465686151696,0.03931889560154806,0.5760205806582653,0.2781987703462088,0.11456443010437752,0.08898270728368196,0.07423756153945679,0.004612871857507556,-0.25620551891495186,0.175684008485227,0.15553863856291986,-0.43204077507577193,0.20439849565217993,-0.47256050662422117,-0.3409464513574309,-0.40510798855845276,-0.4050245251362128,-0.4526118282115736,-0.104587216444756,-0.01979499775359413,-0.2770772570750166
pb_ratio,0.004094983976974589,-0.2014228690277152,0.05373207423458877,0.2944991968440533,0.09953291577838999,0.09877856873032968,0.002031555729268635,-0.07904420686966179,0.1461858250895685,-0.059469466422128,0.7113727679859481,-0.10682674107749957,0.29468563457328856,0.04110126974005133,0.08764752696960064,0.05281916842604241,0.20778588835909265,0.29339872364148567,0.3008172618231609,1.0,0.25644839891994975,0.16521295635105776,0.356099453654903,0.07349641500008706,-0.017433577624042323,0.3008172618231609,-0.029240628524951653,-0.0021034050259577043,0.08106235639694204,0.28607792702946927,0.024708440876378884,0.2956363425562035,-0.07558720604589131,0.12178290119952993,0.29173575920070693,0.09175946202790475,-0.021256099342551488,0.24192756111874336,0.04221462810124446,0.05883852766628691,0.0889192769506059,-0.27161365730417364,-0.01006330239352428,0.12313361166072234,0.21867995353227535,0.03383079673765387,0.017612156425929316,0.0386075477439051,0.18594519288221925,0.2934004916966855,0.15502748289750357,0.024235656881335763,0.0182574246984621,0.002549525565868854,0.016136509452212906,0.0041444459771534424,0.08404127238860046,0.27173190325075475,0.13420873469357708,0.024972610305581726,0.016923238685861004,0.026318603581232558,0.0009986636249918969,0.002955828240657801,0.0629225497617107,0.20673515318880098,0.10260866836616139,0.05227849544805429,0.04374960359776777,0.049101245126294005,-5.411427492418531e-05,-0.10657057737530787,0.06760074634977119,0.06283034617909808,-0.15021100856779332,0.08391484029769583,-0.1635361566369649,-0.051968393839388456,-0.1657199056482838,-0.1339048803777626,-0.12901815882829387,-0.1046926780426867,-0.029392282119967594,-0.15537556596160168
2017_category_return,-0.012845520325305509,-0.3537003624436281,0.09026743589187837,0.6072808120410607,0.050907902028195,0.4220023255602831,-0.009360219899540589,-0.5592705650981094,-0.10448299712842746,-0.2847376052643661,0.411590302922378,-0.5161343673322323,0.6087906280583326,0.1661367900731654,0.04158864488432134,0.08344556376820345,0.41942297772111753,0.6186315582264477,0.6894718865957643,0.25644839891994975,1.0,-0.10948423100141884,0.48046421878136064,0.03217945479373921,-0.04897293689829667,0.6894718865957643,-0.07131186080009626,0.04497110401653405,-0.0634751976928131,0.6944335950519245,0.07195729604118045,0.19357359382763445,-0.39317581841610416,0.27742749140372264,0.6110268306445005,0.3540708195203563,-0.4560554246464937,0.8219135767513852,0.08120246283364387,0.007331140859950038,0.08577263277815084,-0.6268175506645682,-0.04363664705801185,0.31717442431430953,0.4491676736483647,0.04232012364595356,0.04227218327827551,0.1311006807377699,0.3772993505281146,0.6424069539917618,0.42127634048333723,0.1259567713348921,0.11108238599049408,-0.012253928731001885,0.02311592685728982,0.0388036748139604,-0.04623191366035977,0.3980708299352389,0.3564991371465506,0.09252884821819886,0.07292090726900416,0.018304009444286926,0.010660128393460784,0.005419842363796193,-0.003693989619236886,0.4164471846499696,0.2089155613598786,0.07934592783034591,0.05580248300442877,0.06771332050553876,-0.06644782334567578,-0.2352824397803398,0.1692932054148618,0.1318358264143747,-0.3369132622982475,0.19717449806848034,-0.35165643971583566,-0.2613569543655807,-0.31129314124231916,-0.31093452562958773,-0.34449514411968546,-0.22126475365773893,-0.15076405935199277,-0.23650810839347927
1_year_return_fund,0.014234746048825391,0.0033115267723584593,0.22128192205054317,0.2837953723145332,0.4822015759525162,0.0098968707540578,0.1506300203104953,0.46787121725589614,0.7283653452698113,-0.14660177403604704,0.22537343000829949,0.33281000924412246,0.2858081523087286,-0.14022680850426283,0.439372671491392,0.2842450380343222,0.12907028799679277,0.2615283270569039,0.21430486561143633,0.16521295635105776,-0.10948423100141884,1.0,0.266268794770366,0.2811518138397707,0.02404637484735087,0.21430486561143633,-0.08194933313166636,-0.04372750994602285,-0.03627903628520779,0.0008002372432592522,-0.04086428357905755,0.16672937289257436,0.334706419103182,0.08135585051466723,0.3624682342668051,0.00931599541661632,0.6441795317829808,-0.07397782216207886,-0.17288906026683137,0.2873373027348826,0.33670610243879434,0.05495448415229874,0.052402599947954105,0.06672834301177098,0.1389102981097661,-0.15323262510747443,0.08069913432566539,-0.09593099543248419,0.27886059363808063,0.24827632894623008,-0.009181368788366952,0.02352986054221126,-0.009073787412026206,-0.056970839450000636,0.06848795529468174,-0.08829734312358044,0.4410395763671094,0.4053057445130116,0.03548669169190139,0.05117564995277725,0.03443260832323445,0.131585959869149,0.01875723389309448,-0.02956140689251436,0.2380737063452086,0.17650205024640284,0.06934278640398014,0.09400308455365884,0.09351676590657662,0.11530857108474098,0.09932808837625569,0.023219546093874426,-0.036688461075058694,-0.00419827656715657,0.05847157676843193,-0.017927953327454785,0.040013407401973115,0.02929409126466185,0.05071601973520727,0.033868627898731775,0.06540391586021745,0.05817384566389402,-0.06540473632050761,-0.05275411995938112
pe_ratio,-0.0018428743356165174,-0.37343413815896837,0.08024789005639832,0.6406950333989141,0.19652601162099412,0.23143026180098242,-0.04180689586957366,-0.3435464530049895,0.23178349661051245,-0.1538242739363583,0.6211589646433404,-0.28570141130253995,0.6415946880251373,0.10317306319497971,0.15750032402745737,0.05423760395625479,0.3831309284531688,0.63567577248955,0.6733644257072909,0.356099453654903,0.48046421878136064,0.266268794770366,1.0,0.036302866433056365,-0.031228565048006904,0.6733644257072909,-0.021819088102609383,0.10878885085281154,-0.05711138850711071,0.6740301325078117,0.1623604373892724,0.4084398854513716,-0.23356599031637662,0.2914108106684041,0.5211940918585836,0.2061120577696524,-0.21565782508479928,0.43556044181011166,0.13716665377295367,0.003389964819480425,0.12882316062081553,-0.649657347319834,0.03277866616515867,0.29904126392213604,0.40561871712938347,0.12474725712902378,0.039428310005358014,0.11640622191311231,0.32185432288995247,0.5652547071506054,0.2889084013998478,0.019209762202551432,0.05913271196850317,0.04114054312523764,0.01856655963520582,0.07926809821787056,0.026228630553441722,0.4806226768385922,0.23408161447870846,0.0022268731719973325,0.036752186458257494,0.04610521049660054,-0.015933828375176803,0.01842048123879712,0.014039175729978154,0.4541675558920607,0.16546303958334632,0.05025652266996372,0.05127841794632259,0.04998285212507315,0.0390918484520272,-0.22387139718912613,0.13538658137044268,0.11756690307170865,-0.3416255458592394,0.17952062613961026,-0.3898566179213552,-0.18132735097573033,-0.3726131166411776,-0.2905294618912452,-0.3329018611143692,-0.1014234283594499,-0.12509735418309426,-0.34077353355840245
2015_return_fund,0.00831832645898989,-0.11794917896213945,0.11677034032185693,-0.05170856734530098,0.2677681305015443,-0.023443772908421694,0.0806623206711125,0.3481785249839455,0.2786509745361381,-0.05067233076888034,0.09610502630366088,0.23680098275165204,-0.05152864220839163,-0.23166888899492985,0.30745415346124394,0.16641043806753214,0.05405984390051424,-0.05145340954341081,-0.05540597741094032,0.07349641500008706,0.03217945479373921,0.2811518138397707,0.036302866433056365,1.0,-0.013277687328489378,-0.05540597741094032,-0.05885600234924295,-0.49699333463068546,-0.0355299311102792,-0.08787324841931389,-0.456016161618662,0.059268481524734955,0.24881518274916822,-0.11016115875953325,0.054076691775657014,-0.010455802028744483,0.36312894384590017,0.0479778508041217,-0.16208134433452281,0.7455898123224891,0.13497422998457706,0.12476967765085333,0.00133521930961935,-0.13414180325346287,0.013104464621005972,-0.17746410257202147,0.02272431271005763,-0.030271495589597415,0.07208491602969704,-0.006866363113197457,-0.06424307850735896,0.005761226916575078,-0.08207138499377332,-0.026515508759301226,0.03821858581538377,-0.16038735378258245,0.27429485906267526,0.13343922393369403,-0.09921040624134898,-0.022685708595306213,-0.10156114723432044,0.059059812177289686,0.010859446381023147,-0.08021088994743505,0.17395225224777133,0.03947597423852892,0.016398006014992698,0.05338418218503712,0.03346211953363178,0.08247556769148073,0.08602050066465307,-0.018188543066706978,0.02228522074245814,-0.038582859449823446,0.10584429433103923,0.03214603545889855,0.1384325299765165,0.07188348409012646,0.15951642461922805,0.06951124893991283,0.10473118763197224,0.018406982349091165,-0.056942223854726366,-0.028170155108338122
portfolio_convertable,-0.013482345010994573,0.059782924895090815,0.018851178756808404,-0.027621737196435837,0.004143353120115823,-0.010997278055801446,-5.923381657651391e-05,0.06873125242981233,0.02648078545603484,-0.003241535583145217,0.003975008375589084,-0.008979283459972023,-0.027428355629761664,-0.00027860580094184173,-0.0013247713222534925,-0.026408718158387252,-0.009895905401837544,-0.02623969520725278,-0.03509319663766951,-0.017433577624042323,-0.04897293689829667,0.02404637484735087,-0.031228565048006904,-0.013277687328489378,1.0,-0.03509319663766951,0.009272494634696687,0.012056954500237643,0.004820285928302668,-0.12341267528018063,-0.0008740473266701917,-0.002765783987959727,-0.00860791312050038,0.0015794738547038596,0.006261400029834562,-0.00495464844848418,0.05965528216679098,-0.04205391815246481,0.045044947012452465,-0.012746359939153736,-0.020045220716679978,-0.00619919986310058,0.33491981384189096,0.005367153972825548,-0.016696007960126335,0.029558728396929513,0.017433288287629533,0.02343083704943029,0.0649090496150915,-0.010208258511606796,-0.014541727649995353,-0.01579820412464964,0.003809671528899206,0.0026721643463498397,-0.005441533065727159,-0.027881325500307714,0.023470519773674342,-0.0181824272411999,-0.00924119835421688,-0.024960939185778835,-0.013288918000204045,0.009327607060019878,0.0008259445603395245,-0.02875562693306981,0.010773698322765944,-0.0038240596081380736,0.0012231236222988732,-0.01172459505552565,0.0026169422334206935,0.0049762936883023905,-0.07935850065510396,0.06842244192842475,-0.02115866568320573,-0.2374412498421003,0.006756780451658656,-0.03995951994077358,-0.01193450453975853,-0.03395091924105717,-0.026997740315712473,0.048806884331562266,-0.002693237452957997,-0.019245799185408103,0.014025725523638434,0.0863215227917741
3_months_return_category,0.002971864072995108,-0.3842949983996775,0.04937510836489076,0.8411385286177495,0.22046929382039018,0.39445560491366766,-0.010896815720042256,-0.5453083488368886,0.24257811620125255,-0.35251299817534637,0.5091956742054954,-0.3587360824246284,0.84243487119123,0.12046260865134649,0.17976756981143147,-0.03361933165050038,0.5603287333355074,0.8315542857364739,1.0,0.3008172618231609,0.6894718865957643,0.21430486561143633,0.6733644257072909,-0.05540597741094032,-0.03509319663766951,1.0,-0.10268558465932998,0.2846811633831324,-0.054598568979997375,0.831529715873418,0.3692211133918101,0.257353291999491,-0.2770835605458676,0.3957535049220182,0.6883763803340311,0.32501287660874706,-0.4127815109520422,0.5586306792637272,0.11777996784198824,-0.09902481217844776,0.017265289414798483,-0.7482784570648949,-0.012065312684370586,0.4551245376246476,0.6098613172482001,0.06079144180450578,0.017190459718539972,0.1309509687715085,0.36333440798085054,0.7593389557467357,0.45226518181307196,0.09670220473587317,0.08482855796539197,0.023764297292417517,0.03561703531624765,0.12054107946023009,0.0061058789093617226,0.6241930546335458,0.4126141020196531,0.09657024319964362,0.08114006281348547,0.02336661605533142,0.011444255346550287,0.06450465686151696,0.03931889560154806,0.5760205806582653,0.2781987703462088,0.11456443010437752,0.08898270728368196,0.07423756153945679,0.004612871857507556,-0.25620551891495186,0.175684008485227,0.15553863856291986,-0.43204077507577193,0.20439849565217993,-0.47256050662422117,-0.3409464513574309,-0.40510798855845276,-0.4050245251362128,-0.4526118282115736,-0.104587216444756,-0.01979499775359413,-0.2770772570750166
