fund_id,greatstone_rating
c3f1b3a9-97bd-425e-968d-51272c009fbe,5
597a5ecd-5161-49b3-997f-66601dd66c58,3
2190ab2a-8187-4d45-973a-96f1067cebbb,3
804a7868-9795-457b-be72-474773506f3f,4
17f3f2ea-7c4c-42f9-9399-5629be75c7f7,3
52f24cc0-1776-434a-a8a0-25df09bd9951,3
6730892d-5a2d-4a4a-97e2-8135618b8ce0,4
443da07f-9226-48fb-a353-9cb6c5529b3a,3
0edb76db-aca6-4b0f-8e4e-772674e188fa,3
f83f74ac-1b81-4c5e-bc5a-5d6e04ecda11,0
6d4602ef-ce4a-49e0-91ae-1cf5de7f3484,2
9b03c8bd-4154-47bb-ab61-db693b3a7929,2
0d35de45-8f60-4951-9031-24caf26d1331,3
fb84b5c8-7da1-40b8-a7d9-bd3e62598413,2
30906381-a678-4e16-8c9e-8e0587bde6fc,3
4b3a1773-1a9a-4ddc-9045-bdb022a22cbf,4
de15fd79-8965-4fa8-9dd0-c0cd95bcd0f4,0
1ec88986-c424-4d42-b3d1-f0a50d25e1b7,0
5d83c2fd-07b2-4003-973d-dfb05238fd7f,3
36c802c6-618f-4426-b840-a739c4495b1a,2
af3c21ee-a87a-43ad-b241-c57dad25b164,4
dd4e54fb-23a1-45c5-9239-ff15ffb707f4,3
5e3ec8d2-cfe6-4d8c-993b-6bd7a1102ccb,4
b070b082-dda4-440c-a638-27e7a3a07a28,2
887d13cb-5b37-48c0-b277-6a646fe4c65b,1
f51b107f-3786-438f-8a51-50b2d77fe10c,4
d80c51c7-224f-4684-aed2-079faf856b50,4
946579f8-4977-4720-b4ff-06a3ba809376,0
1d768201-8d67-4c4b-be08-0e3e56164a83,3
9be85621-b716-4bd3-b7c0-6be9d4eb3886,5
c5b56b61-2e79-44fd-b3f1-039d4dbfe17d,3
87856777-c4d1-4855-be5c-5e67666010b5,4
19a36f67-8b3e-45ed-8d55-76160f1c4860,3
6b660065-2342-418a-91a1-c181b70ede2e,4
989ce7b4-ef7d-49e6-a785-a3ec7bbbf790,0
4b0a3f3b-c819-424b-b710-eb11a3b574f8,4
00bb46d2-4aa8-4d33-b51a-1d07d0ca8429,3
7d6b5ec8-501e-4804-832e-20767f530135,0
5bb78a97-fba3-4ca9-b589-0bcb913ebbed,3
4c0d25a4-e9a5-4df5-9dae-51d44dc635c9,4
27e9e971-7274-4578-aa80-b8ba0497ebf2,0
6e44e336-c998-42e5-ae60-f50305115fe0,5
b9a71e92-be3a-4e6f-9a17-370b2632e5f8,2
99b9a397-a0e4-48ee-a882-f3218c3c462f,3
8f9297cf-c096-4cf7-8fa9-37e24079cbad,4
2e945e82-376f-487b-adb8-402e0e04ca55,4
bdf3ec22-fd25-4c6a-b089-8fede5a02cd7,3
e6889130-a5b6-4de6-b016-3429b495cc3e,2
c37931f2-63c6-436d-8b7a-ea18ff7bb06b,5
adfc438d-0478-494e-9206-917e5c15556b,3
b56cb311-ac23-4a1b-9f94-06e2b78fd907,2
99082e46-3eda-4525-8a00-0ff71f515244,0
4ee08935-c0c7-4479-a32e-67e17ef87d27,1
af099792-63f6-454f-9a4d-1f1778b7cfee,4
aba40d32-e8cf-4871-8d79-f2376426b009,2
f0c782d1-ae9f-4802-9e12-762679db4beb,3
a34d5d3c-4d43-4629-9e8d-bc9a748b9138,1
7f841ed7-5174-4632-a0c4-694a8fd92b35,2
141f8df0-3ba3-45b6-81c1-81cb5e56309e,4
1de40815-631a-4902-8e94-812317171fc7,3
d4d7c5ee-9904-4647-8874-85572508b670,2
e83bd444-d918-4a34-9521-6f201bf69ff0,1
16074f27-a9a9-4296-9d3c-569bebe3062b,5
228cd8a3-1628-4353-8835-f8824b57aaba,3
2d4c4bf3-9fa7-4798-afe5-1299dff24c17,4
6de7f870-ba5f-4149-8c4d-14a51fbb4cf1,2
bad9dbff-4d52-4bc4-81ae-a719d70a5c7b,5
b219d95a-a3fa-436c-9e04-7c91b4ef5914,5
bcad4969-00c6-4a76-b5f8-7bc84e810f5b,4
7d60e434-2f55-4b94-b30d-41b00d4866ea,3
0eddb672-c50e-4547-8ffe-a8cd2319fa1b,3
7141e893-06c7-4200-a247-f632759d964c,3
12706f8a-cfad-4fa4-aeed-dcb21fc7a03a,4
53f92e27-36e1-4c89-9717-63d653645b43,3
8b6cdba4-0251-4ead-acd8-03612d6614b2,3
b719580e-de12-49e2-962a-3ab7831e4f26,4
8dcf1d12-0b20-4b9a-926e-2b2aa0f10cd7,4
3c379d9c-0270-4412-88dc-ba230bcb84e3,4
de065f7c-9693-4640-bf8c-be5efe1bcc8c,0
52774c2f-af0a-4760-88bd-52523392e5c7,4
2349c3aa-5a86-4a02-abbd-0b2940916f21,2
626b4113-df0c-4038-85b8-c477c0abfd0f,4
c4656675-f878-4f0f-8884-c04e2706d622,4
7fa52e2a-4823-4df4-80c3-3b50359afeab,2
3ffe413d-5518-4153-8d41-f46aa2815847,3
d66c12cf-88a4-44ed-a115-8bcc6492f99f,4
7280bfa7-3a40-4fb6-ab03-989c2912245c,2
0a461841-5fc4-4ce3-aaa9-1f43e9595584,3
d0abe5f2-a4ff-4e6b-a1e8-c9995107e457,2
e5682f87-6326-4200-b94f-8fd9b79ca25e,5
c8216876-fecc-4ce4-b3df-31ba74fddc0b,2
b6f78998-9630-4e23-a8bb-dc974ff04fb2,4
6aa969be-b990-43e9-9a7d-20d8426dcea2,3
f9ccd8ce-0aa2-4b94-9b88-9ba1efae3ed8,2
ea9db4f8-308a-438a-9e86-182eda398444,2
18eebe02-f761-4137-8622-e11cae53ee10,3
748e0910-2491-4b7f-82be-0b9a26cd9044,3
326f627c-c8cc-4288-8705-e3bff5341d0c,4
ddabfc7a-35c1-4a6f-86e0-7139266c2912,4
808dc252-917a-4540-aab4-6cb6d1019fdb,3
0b64b760-021a-475a-80ca-b5fad93af8ce,3
5ea01573-db9d-4e67-9b97-7f43048891e0,1
baa1302c-62b0-486e-b944-ab57e54d203b,3
521bc592-e3d4-4ef2-bea5-50c13e4fb610,0
cbb4bab3-d5c1-47e1-9ffb-8e2b7dfd66e4,3
d83e4ce8-915e-4f50-a51e-fc5cb6dac19b,4
dcfc107e-490d-4ee2-aef0-b3e4d99ee298,3
461e7037-58bc-4de1-bcbb-8b3c8f37d1d3,3
df1eff54-071b-4b5b-97b1-966851749a08,4
c6290bfc-af11-495e-83ed-29e3310c7701,2
69950090-7289-480b-bbb0-d53b687ff6ef,3
11380255-8c32-4277-8554-d485efb06f2c,2
5e793206-01a2-4f62-9401-17c911870abc,5
fb090e21-e9b4-4c0d-9c03-cb79f7e850cc,4
006ae51e-eb28-42c7-a08a-97cce928cee5,0
7b902142-8c04-4f90-9532-4b456f997769,2
2156fa67-15bc-416e-a1b5-0963a7a7ddda,2
673e9bfb-1459-442c-99db-40909f07ae4d,4
e318753b-603e-4a6e-8a9f-2f9ae5418faf,5
56a0f883-e22a-4433-adf6-a7ac25e995c2,4
57006c10-b6c5-42f0-adcc-d67565f04c43,4
d959a908-6a7e-4264-830a-c2b41b4b744e,3
145792e3-4237-46df-9d45-40c3242b416d,3
f03e6963-de3c-40b6-94e4-c9125fc698ba,4
13a052ae-6a76-425c-8ad4-73c3242de156,1
bce78e7b-992d-4e6f-a16f-a8707e9afa9e,4
0d9c33d9-2316-49cb-8c86-32bf9f3cc081,4
8c35fbb8-037b-4d78-bc79-6ca3ae720f71,4
c4f788bf-9be8-4ceb-b85e-5f588dd90159,5
336cb460-98b0-445a-8e9b-d1b2ed2f459c,2
b79f6d42-466d-4e04-be18-154a91989253,3
90f539ad-df51-4cbd-9e26-0987d92cfaba,4
00ae87d2-211e-42df-9b8b-93b3d998eeea,0
dd85b0ff-5b82-4735-a751-15e8a114a0c6,4
5cdd7543-af6f-4123-95eb-e29a2ec6b913,4
e3d6b2bd-bd70-455d-81f3-f3fbebdf6ce4,0
0727da3f-c081-4a9f-bb49-a99736a10749,3
0f4266e9-1ebc-49a5-bf1c-7a58887ca307,2
0043dd54-133c-4f14-b4ff-26e5467140b2,3
7e6d4a7f-8b6c-4d87-8022-8fa71436a08f,3
6509698c-8073-4f08-a8e5-b69b6f46fa2b,4
ec5f4116-47aa-43d5-bfd4-94347f6e983e,1
c58e3330-0da6-4f08-a010-42a4a6b29902,5
1750069b-a679-404e-aa63-17fb08607f8f,1
e4a29071-e218-436c-a454-cf8b814cb61d,1
555def56-9050-4c1e-ae24-a43547c32083,3
65ec8b13-07cb-4f38-b3dc-5fee6add5504,1
6ff3542f-9689-4cfc-bc22-f9c03e73712e,3
49843db2-c5ff-48cf-b06e-6dd06c799aa1,3
63fcc066-12c8-4714-be0b-d3514ea89c71,4
1b832de2-9d56-4fa5-962b-d7a8c863291b,3
b84b0724-0938-461a-a9d3-b0913dafcf75,5
b0e10779-9048-4e16-b351-0af8941262a4,2
b66491d3-54e8-4ce6-a06c-5c057271c755,2
9a98dbcd-43ab-4551-a428-6bbcb52110e8,0
18927692-75b3-4f15-a392-869750e189d4,3
3b6ff464-d65f-42d0-aac3-4dbc2ca53227,5
0752855c-4767-415c-96e0-7223347aa9e0,5
d687a326-4891-4832-8532-052327e24e63,3
90bb4b42-d760-4a7c-8a91-2e37e16cc37f,3
ea575f85-67ff-4d7f-9923-895c61ee9c33,2
5f5416a1-a1cd-4ff9-a8b1-40b1467b0e55,1
504d5717-ddf0-4c9a-ad2c-e56affe7a765,3
1c528239-52da-41ad-96d5-b0e7d188c11e,0
ddb1e38d-1027-494d-b4ef-4512275c1261,3
6b8afec1-e765-47b9-9c40-864d99a8aa0c,2
1c94826c-132e-44ba-b2f0-6eae6e0e391d,3
71ffdf1e-3676-4267-8b8d-a1500dbc8576,2
c60ece69-61fa-44a1-994f-dc4fdc584763,3
304b6b21-2ec8-4e26-b104-dc3ed5528783,4
f78be283-d3ef-4456-90f5-bc02171babd7,3
5444cdcd-5715-49b1-865f-40197a7e215d,3
e747c8f5-d34f-4400-a500-f24c87510d3b,4
0cd06a7e-9ff6-4099-a538-97b4bf26818f,2
23453e7c-77d6-4381-971e-8a77a69cd721,3
5f69cfd3-9835-422c-b385-20ed0725b45b,4
f55662b9-aa4b-4d7b-ad20-3e797aacb289,3
d2e85a3e-4b9f-4d8e-b010-65a491eacad5,0
e14528cf-52bf-4d29-a329-200e89b60686,0
73ca16e2-3d1a-48fe-9605-b1f2a6057e68,2
c03b67aa-41ac-47a7-9c13-b7ad6b9d2e6b,3
1af31091-8857-448b-b4db-6c6587e255d5,2
879cc11b-4b63-42e3-8828-f91d5e8f1012,3
85f1334b-043d-4919-bc94-91c2c8f8f5b8,4
cacf295a-f013-48ee-9396-3907999087cb,3
bb20503e-c4b4-4967-8056-116b6d22bee4,2
521deb32-094d-4a64-bf05-b2b00fa18cce,2
988b24c1-7543-4466-8303-8a4853f28e1b,2
8c4ee978-5935-4006-8fc5-3f74ec18600e,4
6e3fc333-15e6-47b7-b91a-cc2b6df0ec11,3
f47aa62b-f31e-4116-92cd-ca4264743a33,4
f7da25f2-9370-4531-86c1-2b6c0afdf3df,3
3276bf5f-07aa-471a-8efe-9ba4db769ed0,3
e61516aa-fed2-4731-a013-f059311981a9,2
6c5a7cab-829f-4a40-b98b-86221d3d1e1b,3
88fc36e3-87e5-4e1f-880a-8491bdc36f8b,2
26bcaf65-d3c6-4e72-9f9c-9c9f988a1e67,3
af87cf97-68e0-42a5-bca9-2a9a8b3a3c23,3
017a273c-0fec-4bf4-8962-a3edce9e0c6c,4
bfc9ca57-6383-49f0-a632-a20ff43a7644,4
09e24f3d-7191-4207-887c-98f31c6b59d2,3
a72b2d68-72f7-4e9e-9eb7-f048530de1f6,4
13d3dcc5-a11e-46d7-b59d-8bd85a53feef,3
78587fc5-6381-4182-b6cb-6181fc3a667f,0
19d94b31-8dcb-46eb-a754-21d03bc266d1,4
d53ad299-c69c-46fe-ac58-e5815abc5788,4
6c62a190-924b-49d0-8db0-dc57e5e4eec5,3
cb648486-6edf-4af4-8374-23448639ae04,3
7e447db2-4822-42b5-b8fa-2d8f9e3a3295,4
f9780f2a-231e-431b-ba3c-978269f2aab5,2
16a714a1-0672-40f7-835d-d5907268b328,0
f9a7e3e7-0b41-4b9e-8303-997627f822fa,2
da723993-53f7-4072-9e35-4e5c0a04a892,3
b193a46a-6e8d-418d-81d3-ecebb5a7366b,3
7d079688-edd6-4c28-8a7b-9403fbf0dddc,4
33bb6080-a525-4109-9fd3-8b4f39c5f947,2
52b8bc49-f660-4650-b830-9e52faa3e949,0
a522c173-c513-425f-aea9-9bacaf9122a3,1
2b61870e-9a1d-4d2d-afe7-f89f4476f8af,2
8a560754-df76-4ac5-adca-31b67b424329,4
5d15df40-f03a-4cf2-b00e-df7ce8d7e005,4
25434214-ea97-4af3-9662-eca341818f18,1
8ae79990-3610-44b0-b9db-6f32320758c8,5
01973dd1-1769-45c2-a542-ab5cc10debfc,5
7fa1b4e7-4c27-401b-867b-a4b0ec050a86,4
296c0705-1d13-46a8-92ff-44dd4d3af876,4
15ec9ac9-0cec-458a-b6c8-a86118bc9dc4,0
65f3cc5b-245b-4393-86f1-fadf7541f136,4
f39b30cd-9138-4c2d-b49f-a382599c51fb,4
5fb5badb-cb32-46a7-abc7-0600d35171cb,3
c5edeba1-2049-42f4-b9f5-d9c88545353c,2
130bbf43-3b74-4ce2-ac71-ff2fee8d9685,2
ef1582fc-f6b0-470d-9412-639d22bc026c,2
8f9c1350-881a-4ef5-a059-c5e9a5ba2fbf,3
497e496b-9363-40c4-83d0-3687e3da928f,3
0c752ec4-7a62-4515-b207-c13bbb10cc24,4
bd52988f-e16b-4b12-bbf7-94725861003d,4
08e6a34b-8d65-4f22-97c8-e295f6eb3dab,2
4dd16b68-f71d-4081-823e-39fea2c59cd3,3
4b362d9b-1653-4df4-b046-01f5da228af0,3
fc15017c-81a1-4d77-9401-c702112d18c0,3
7317d17c-fe1b-46ea-ad59-8e5dcab3f762,4
ec864d38-c2b3-4122-8501-97df1a551f46,2
d4890b5e-9f69-4568-be9e-c3d403da0f09,4
6da2ae7b-a463-4df5-ae3c-ed156edf4e5f,4
4c56505d-651d-4535-b53d-b2f7dd046cd1,2
aabeb3db-dfd6-4cc1-ab11-f7b4ecbeb536,3
4495a694-31af-4f9b-8d4c-4ce6d8e60635,0
992ac207-7208-4ff3-96ff-553252536cb6,4
348550b4-aeea-4093-8f52-2a79c5ad245f,4
de634ab6-7ef3-4dfc-8b5f-aa0bea697a46,4
ca050c40-fc03-4f71-abd0-dc5c032a187e,3
3889e2f5-6724-455a-bf5a-a33680b6100e,0
ef88891f-4d7d-4a78-85f7-97e4684b8395,3
a1f16eb2-144c-4e8a-8602-c24c2b719821,2
dee78e48-300e-471b-a5eb-0026fc3c5b78,3
b34884e9-5935-4241-a178-78065ef75e3b,2
8aff4a04-a820-4273-9e8b-91e19a05564f,0
6cec96cb-c54b-47cf-92a6-466a7f6ad7be,3
43943e27-4a54-423e-b004-6d81ff0ba927,3
29e0662b-4c4f-40ed-aa94-098b56f1e40f,5
6a939545-cc9e-4bbe-873f-4c25cf105249,3
491fdd02-f94f-40c1-828c-c9cb95e86fb3,3
21a5f646-86e9-4449-b4f4-4305c307fd57,2
f94b756c-e67c-4f49-83d3-b4c4fbe9ce35,4
27b1f2c2-3032-413d-a6fb-30c06bce422e,2
3fb6ea14-8708-41bb-8160-d7066ad54646,3
794f5c17-ade1-45bf-89ce-1b4b86df1503,3
fe0b0ed5-1a7f-491a-bbf2-9b8c6aff38fb,3
5dd01ec6-4586-4853-bc32-02cf160a088f,4
1e3ebfe5-644b-4a3b-92df-a94bdf8b22e0,3
d8eacb7e-a3ba-4b8a-98db-4833b66fbdb2,4
f4a977b7-264d-46aa-a592-f5fc0b346e94,3
582dfcc5-bc94-44ee-b61e-cdd9170b306b,4
4852f6dd-9a57-4728-9227-4163b5ab5c42,3
6e7c4dc3-6acb-4497-a58f-81d56db65ccb,2
2789573a-137c-40cf-838f-ec53109fa03a,3
3112a566-6ccb-4c1c-ac06-c685ff859493,2
0fe2a485-0cce-40a8-bbfd-6facafc6efd1,4
b3297ab1-9d5a-4e28-a5c1-281a7718d538,2
37af5076-ce4e-4d84-a519-a2361b22dfa8,4
0ddce869-91e3-48e4-a8be-5556210e92b7,4
4eacf05d-e753-470e-ab16-92b51ee5e1ad,3
69dc490b-e411-466d-888c-bcadda69d948,1
62955b5b-72cb-4ed1-95b6-b23fb373c5a4,4
0f351319-2f7a-430c-b301-2f42d210e90f,3
8e2a3aa2-ae68-40e0-924b-7d45ec559e9e,0
bb39f24b-c26c-44ef-9d04-eb1b2fa30599,4
cfca2841-6778-48ae-a217-b85f549848f7,5
e1a496fd-4060-4e2e-8ce4-739aed248bf6,3
59322955-35b5-44ce-833c-6a089bc45231,3
0aa40e00-2aac-40f2-9c16-f1570669144e,2
1752f544-5575-413f-9df0-c91344d8d231,2
33345908-8383-4ee6-9f0d-386b30320b65,2
e92e555b-6a8e-46a8-9241-2f03264b3e06,3
c315c0b3-5390-4251-ab85-b16750fc049f,3
213d66b6-86c1-47bf-94ce-1dc276db438f,0
3c24bc23-833e-41d9-892d-e059cf411f4a,4
0c7b1c9d-8406-468b-acc0-2f5a8ab33095,2
9246be9c-41d7-4b2f-a704-aaa7cbce18f5,1
ddca2ac9-c9e0-4eaa-822d-be9d183177e2,2
612e6985-0299-4464-87e4-1ac032156c4d,2
0bb53c74-a8e6-48de-9d2a-d2470ed43dd2,0
11959895-6ecc-4031-b6f1-0fce1629d435,3
9cafb5f5-a5db-455c-a678-c279efa0c321,1
2435e8cd-4cc3-46e4-853a-5f4edaa49790,4
48c1aead-3702-4294-8b22-87c36157362d,3
76e008cf-7161-44fd-92d7-c40dad5db9bc,3
00dc11c9-ae78-42b0-86b0-dcd67370b637,3
3cc921a3-7543-4720-9250-08725dcbec8b,2
521e2574-e61f-46fc-9ff9-d15577474eea,2
6df3b9f2-9446-486b-a660-7042f6d1f42f,5
4c5e188c-411e-4d67-b241-a2fa8da75d05,1
fe3a680b-6a1b-4e61-97c0-67495007e251,1
31f068be-dda1-4aa5-8f1a-39fa38f174e2,4
ee7c5fb8-5a2f-482f-8da5-74cd7fcdfee0,2
aef3dfb1-389a-4d11-93dd-752cf45c991e,2
bfd3e71d-5dd7-4fc3-b070-0bb075e83099,3
fa5eb78d-8487-40ed-b667-c38e1791c316,4
605cde37-d871-429a-b330-4ee083f07df2,4
eb5fa219-a106-4487-96e3-c15664ecacd0,4
a85671e9-2438-44cf-90aa-cd20a9615eb6,4
6ce16ee7-e262-4ae4-a5ac-43bb4e1e5e3e,2
8422b2b7-8594-44a2-9f2c-c5f1729b0b3a,0
03712886-702e-49a1-8ef5-c960871efddf,3
5c488891-8a68-4051-aea6-0b70c1e73515,1
65d94598-4c3c-4218-9416-79bf6d6fe0c8,3
c0430f04-1745-4225-a374-0e3c36885d83,4
475f7f54-e2b0-4b98-9d5c-150bf24a6219,5
b6e757da-4e09-46e8-a11e-e1db5886b8da,2
b81da629-9dc1-4446-a4ea-4847a184d886,1
e5f1b61e-075d-4803-b2e3-62adf38bb9c2,3
5c0240cf-0767-4e4a-af81-b8a2a8e09651,5
e1166b6b-6a11-4cc1-aff7-7aa43877e151,4
cb996c1b-582f-488f-908e-b6bd7672c425,5
7033c1e2-b727-4686-beb7-a79e44fdbb36,1
d48ee703-d2de-4bf3-b2d4-20c261edfe71,0
09edaf6f-d1de-4e11-ae2c-634cbcfe3f49,0
941f422d-6f17-42a7-88e7-56c538ccbd84,1
6073afb9-5c47-4c6e-b14d-3d1d0d540d0c,1
5cd729ee-02f6-446f-973f-d14642b959bf,2
22818e7a-8333-46f7-980b-f0dcb4d84c5d,3
50f6c88b-4ded-46dc-ad6c-c45cea527ac6,3
d8ca166a-0cfb-4470-9c91-aa115181124a,3
0da0d79d-2009-4c02-a393-cc785ab0a3b0,1
a3040a12-c3b8-4375-b311-71eda2f4985c,3
5498f878-d5f1-4c5a-8920-7df8b239cd9a,4
1182a784-1d2d-4871-8e65-67d1aa0c32a3,1
31cf69a2-8e1e-4d80-b47e-cb7cef399299,2
c8ec0b5c-8e9b-4ea7-b449-399317718714,4
27a4583d-2d36-48ac-93f1-6edacd199876,3
1a4c4a44-ad8b-4cf9-9fb4-5287b7e51b55,4
079fe972-f76c-4a25-beb4-e63f21d5c883,4
b24743cd-307d-43ea-bcac-c68ba9f48c94,0
37c33326-b1fb-4208-a7df-08f7ead749da,2
762b6c19-96b0-433f-9ac5-722aee2506b4,4
e8750cc2-4aa1-48ea-86b8-4580dc4b02ad,2
dadb199a-f574-4de4-a2db-f5472d1fbc6d,0
8981b46f-347f-4ae9-aee6-5fc6db9a909d,2
23c2f0d5-9fd6-4118-824a-56b733183908,2
cfbaebcb-28b7-4e3d-9c18-29d045b936db,3
a9175b1e-3617-48cc-ad4e-aba64a601a8b,4
30eada76-ecd8-4152-aa3f-d323e161665f,4
1251e06f-283a-4d65-acdc-519817fc93d8,3
a07fd708-a32c-400e-9fd6-db38715e4a84,0
58e969c0-ef2b-4dd8-b825-2eafeed0c6c2,2
9fde9848-dcec-492f-bf85-95a2e7a5f7c7,5
3fb0f55e-f383-4dbc-a3f8-ca994de430e6,3
e7207b79-12b7-4a1f-b108-2ab71d9c5a83,3
5e095729-d752-4233-9167-2e1722394245,2
cd8a7cfb-a9a8-467d-85c9-4291d4aa797a,1
b328942a-df08-4ef1-ac15-43c6ec0eafbd,5
4130dc1d-7c46-41f6-97b9-8f57bf4ec0ed,3
db7b150d-c47e-4840-a0a1-81d12a007e8c,4
0e0dc410-bab2-4e92-9ebb-ae966bbf2063,3
7b39ec43-72dd-41c7-848d-e2609531b7f8,3
b740a696-1119-4e5c-810d-cbeefcaf92ff,3
64b6357f-1142-4ae0-a90f-672fdd9af778,2
1a952f01-7965-477f-bf6e-2b9acbd5dacc,2
6dd17193-ee03-4971-b575-11d05ad70092,3
d0c45212-9a76-42a0-a0b2-467120a1702f,5
da604769-3336-4e5e-b530-f32da9cf740a,3
897856e1-724a-49cb-b887-2eabf31a409a,2
51e160b2-189f-47ab-b024-1e54e6de626a,4
9c63c815-9a11-40e9-832a-05696402838f,4
8f60d503-9d75-47f2-9610-b9b53bbe1392,5
5c70673a-ea73-430d-a621-32ff2493cbdc,4
a9c264c8-7eb5-42db-8823-eb43b3b9f1a6,3
692da508-b5b3-4c7f-ba34-a5daa159011d,4
638a8f7d-e62f-48b6-8773-87b5b465a01f,3
20e4705e-0790-44a7-82b5-444e86fbb079,3
9900de63-1472-4e87-b497-5719fb6ddfe4,3
e1d7e9e8-5e3c-4b8b-97a4-68716f7be3ca,3
f211435a-178b-4550-b78d-025b9eff7fbb,2
a0ab4009-ba7f-4ba8-9c1b-89c5e87d90a1,3
a09c4430-a624-4a29-a2da-c6255ad3c35b,3
70b3fc7a-d4ad-4aa0-83b7-cc6762cd657d,3
c86f3189-3e9d-4fcf-b4e6-6532e4d7890d,3
efd12577-dd52-4ffe-a829-10e63cdd81b8,5
ea397657-74f8-43f1-85d7-1d702c85b726,2
7ec74012-e93c-497d-b0a1-cd042f3a3b2e,3
536d5d4a-4574-40a8-8d0a-7473d2a5a4bc,4
7d6e8407-19e8-4bf6-abd7-40c5276831a0,3
21ccfc84-b022-443d-9a52-4ced79f5fffe,3
b3de5771-fb5e-4db3-b91f-c59556982213,0
30391fcb-9660-4182-b3bb-6e2edf33e5ac,3
fe2acf83-ab25-4427-823c-cd9b9cde8065,5
eed0cc8a-2ff2-4464-9bf6-e7852471fa0e,2
e9f28c80-63fd-44d3-9af0-02249d8d2438,1
0a54cc2e-7102-451a-aff8-329c64be1661,3
fb31719a-3952-4046-9de2-65bf693810ca,2
9abee742-cad2-48e3-ae94-5065981d778d,1
a42c4ac1-4b53-4eb8-b6bd-280a0fcf5b42,1
ba7f05a6-ac5f-4b5d-8897-ee0c2c08b0f0,0
218042b3-36bc-4c41-a132-9df1b30530c9,3
90342069-c76a-44cb-a8e8-8b0f4d1f48f7,2
7c8d21c0-6a40-405e-a6ed-9958ab4d2cf9,3
e575f96e-db62-45f1-be04-8deca507a4b3,4
7de8d0f7-290e-4336-8a1d-304ad453a751,3
73b96037-6c63-42b4-807b-4e5625744c9f,4
388c944c-5532-4cc2-942b-ddbfb735d372,3
649558b9-a405-4655-a9f3-837d420e659d,2
2d1dab3b-5de2-44d8-8984-822ab34bbf59,4
53a388cb-101c-4d20-9cae-769b5f2721e8,4
fc7e93d4-9c31-4a3d-b127-52159bef3998,2
581e23c2-5d95-449b-a0e0-26a839a54b1f,3
f48507a8-9809-4b49-b40d-95c84f2715ac,2
b497488f-8a03-4cfc-a100-f55cd0061d96,4
9c72b027-99ec-4018-b782-96dba10b6070,5
0728c55c-36c3-41e0-bdd1-05212d40ed58,1
d5e645c4-1656-4871-bc6a-6a42ee471239,3
d6ba32eb-cbef-46de-b70b-9dffad77c26c,3
6951e33e-dd13-479d-8e59-e3ffabfba06c,3
d8e1c922-05d3-4f76-9e2f-9b64c709210f,1
6f3b5119-39b6-47ec-8d51-e376df338da3,4
20517f29-4363-4abc-9806-23658e56be88,4
15f2a0d5-daf7-4010-be14-306ae1bc9746,3
a6c92faa-f5df-4c3e-b8eb-4c6454109b07,3
bf525ef1-3f37-4453-a9c7-5867b6aee26c,2
e316573a-7b08-4fbe-bd4f-d06a5a75ed20,4
33c766b0-b9b2-486a-9fea-5edcc488aabb,4
d0df2234-47d5-46c3-a247-c344db86fd3d,3
72e43ad6-e7af-473f-ba62-d1d4e8526396,2
